Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2022-01-18,TikTok,#Dance,Post,USA,2733478,3680,33180,30497,Medium,1,1,0,0.0013462702096011016,0.01213838194417515,0.011156848527773043,2.4641500681549293
2022-04-18,Instagram,#Tech,Post,USA,4362872,32587,30482,33951,Medium,4,0,0,0.007469162514967205,0.006986682167159614,0.007781800612073881,2.22376452942007
2022-08-10,Twitter,#Comedy,Video,Australia,3240506,232341,34519,4817,High,8,2,0,0.07169898775067844,0.010652348738129168,0.001486496244722275,8.38378327335299
2022-02-04,Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,High,2,4,0,0.26044158869979084,0.054313852461382366,0.01262374444691944,32.73791856080926
2023-03-27,TikTok,#Gaming,Post,Canada,4946196,461146,10852,17039,Medium,3,0,0,0.09323245581048548,0.002194009295224047,0.0034448695522781548,9.887133465798767
2022-05-25,Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671,High,5,2,0,0.20507883993662626,0.2614864883744974,0.018640482623918275,48.5205810935042
2022-02-24,Twitter,#Education,Live Stream,Brazil,3182419,121908,83869,6234,Medium,2,3,0,0.038306709455920164,0.026353852211163896,0.001958887248976329,6.661944891606039
2023-06-13,TikTok,#Tech,Live Stream,Canada,4102194,444079,97665,1596,Low,6,1,0,0.10825402211597014,0.023807991528435758,0.0003890600980840984,13.245107374248999
2022-09-07,Instagram,#Music,Shorts,UK,363718,418876,29054,29280,Low,9,2,0,1.1516504544729709,0.07988056681275053,0.08050192731731726,131.20329486030386
2023-06-12,TikTok,#Tech,Reel,USA,1319472,32148,99138,25453,Medium,6,0,0,0.02436429117101386,0.07513459929426317,0.019290291874325488,11.87891823396025
2023-03-09,TikTok,#Tech,Shorts,Germany,525914,279869,61693,25627,High,3,3,0,0.5321573489201656,0.11730625159246569,0.0487284993363934,69.81920998490247
2022-11-27,YouTube,#Gaming,Video,India,563236,178212,62933,8833,Medium,11,6,1,0.31640733191770415,0.1117346902541741,0.015682591311634908,44.38246134835131
2023-12-24,YouTube,#Gaming,Post,India,1245756,352809,22951,43886,Low,12,6,1,0.2832087503491856,0.01842335096118341,0.035228407489107015,33.6860508799476
2022-02-08,Twitter,#Comedy,Live Stream,Japan,3943854,347679,53248,44137,Medium,2,1,0,0.0881571680898938,0.013501514001278952,0.011191337204673399,11.285001929584615
2023-04-13,Instagram,#Dance,Post,India,2146139,401975,20858,4445,High,4,3,0,0.18730147488117033,0.009718848592751914,0.0020711612807930895,19.909148475471532
2022-12-20,Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,High,12,1,0,0.05276362883968633,0.03652395437592452,0.005990221758781197,9.527780497439204
2022-08-17,Twitter,#Viral,Live Stream,Australia,144637,176986,25746,41035,Low,8,2,0,1.2236564641136085,0.17800424511017235,0.28371025394608573,168.53709631698666
2022-04-15,TikTok,#Education,Live Stream,Germany,3441323,55352,47464,41887,Low,4,4,0,0.016084511683442677,0.01379236996934028,0.01217177230966114,4.20486539624441
2023-12-13,TikTok,#Tech,Tweet,UK,4582065,146904,82138,15494,Low,12,2,0,0.03206065387549063,0.01792597878903944,0.0033814448289144743,5.336807749344455
2022-07-11,YouTube,#Challenge,Reel,India,2578640,495952,58968,33480,Low,7,0,0,0.19233084106350634,0.022867868333695283,0.012983588248068749,22.818229764527036
2023-09-15,YouTube,#Fitness,Live Stream,Japan,1526385,275820,95119,19416,Medium,9,4,0,0.18070146129580675,0.06231651909577204,0.012720250788628033,25.573823118020684
2022-02-10,YouTube,#Music,Tweet,Brazil,4796425,175643,16858,15832,High,2,3,0,0.03661956561397291,0.0035147010533887217,0.0033007917355113445,4.343505840287297
2023-01-25,Twitter,#Challenge,Shorts,Brazil,1942922,324782,96016,4903,Low,1,2,0,0.1671616256339678,0.04941835029918854,0.002523518700184567,21.910349463334093
2022-02-13,Twitter,#Education,Live Stream,USA,2440898,97022,53393,23879,High,2,6,1,0.03974848600801836,0.021874326579807923,0.009782874991089345,7.140568757891563
2023-05-08,YouTube,#Dance,Shorts,Canada,2902169,40168,30404,37118,Low,5,0,0,0.013840682606698644,0.010476302379358335,0.012789744497994431,3.710672948405141
2023-07-05,Instagram,#Fitness,Shorts,Australia,456751,454496,1522,13256,Low,7,2,0,0.9950629555271909,0.0033322313470578063,0.029022377619315556,102.74175644935643
2022-10-19,Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774,High,10,2,0,0.01743427783980086,0.007599590215952566,0.01611614347104184,4.115001152679527
2023-07-04,YouTube,#Fashion,Reel,India,543029,255089,39969,49268,High,7,1,0,0.4697520758559856,0.07360380384841325,0.09072811949269745,63.40839991970962
2023-10-21,TikTok,#Tech,Reel,USA,4712590,44050,5528,2830,High,10,5,1,0.009347301589996158,0.0011730279952213115,0.00060051903518023,1.11208486203977
2023-10-25,YouTube,#Education,Post,Australia,1948457,307603,61207,21856,Low,10,2,0,0.15787004794049855,0.031413061720120074,0.011217081003070634,20.050019066368925
2022-04-22,YouTube,#Comedy,Video,USA,4175263,496838,46286,34236,High,4,4,0,0.11899561776108475,0.011085768728820196,0.008199722987510009,13.828110947741495
2023-06-18,YouTube,#Dance,Shorts,Japan,505897,69692,70459,38026,High,6,6,1,0.1377592672026124,0.1392753860963793,0.07516549811522899,35.22001514142207
2023-04-28,Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,Low,4,4,0,0.07488789119742917,0.006829416455685384,0.003359483836017743,8.50767914891323
2022-04-10,YouTube,#Comedy,Live Stream,Japan,214707,32747,4622,33723,High,4,6,1,0.15251948003558338,0.021527011229256616,0.15706520979753805,33.1111701062378
2022-04-06,Twitter,#Fitness,Post,India,4161514,359846,61977,23808,Low,4,2,0,0.08646997222645413,0.014892897152334463,0.005720994811023104,10.708386418981169
2022-10-14,TikTok,#Fitness,Video,Japan,768809,305597,53014,10251,Medium,10,4,0,0.3974940459854138,0.06895600857950414,0.013333610818811955,47.97836653837299
2023-06-26,Twitter,#Tech,Video,Germany,346243,213568,32066,21596,Medium,6,0,0,0.6168153580000173,0.0926112585669602,0.062372380091438674,77.17989966584162
2023-02-13,YouTube,#Music,Shorts,Japan,4836757,120548,53748,41875,Low,2,0,0,0.024923311218653325,0.011112404447856281,0.008657660494418058,4.469337616092766
2022-06-10,YouTube,#Fashion,Shorts,UK,2808352,305676,67194,12665,Medium,6,4,0,0.10884532993015121,0.023926487847677213,0.004509762308998302,13.728158008682673
2023-09-21,Twitter,#Music,Reel,Brazil,4234852,441763,94039,29781,Low,9,3,0,0.10431604221351773,0.02220597083439988,0.007032359100152733,13.355437214807035
2023-11-04,YouTube,#Fitness,Shorts,USA,4127405,239815,25258,35670,Medium,11,5,1,0.0581030938325655,0.006119583612463521,0.008642234042939814,7.286491148796884
2023-10-07,Twitter,#Gaming,Video,Canada,1216902,215326,38685,19354,Medium,10,5,1,0.17694604824381915,0.03178974149109789,0.015904320972436565,22.46401107073536
2022-07-26,YouTube,#Education,Post,India,1770791,26696,32378,46190,High,7,1,0,0.015075748634367354,0.018284484165550875,0.026084388276199733,5.9444621076117965
2022-11-12,Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,Low,11,5,1,0.041204923681387874,0.0040277238127130795,0.0036042864976873466,4.88369339917883
2023-09-08,Twitter,#Fashion,Tweet,USA,2026275,482032,30952,49065,High,9,4,0,0.23789071078703533,0.015275320477230386,0.024214383536291965,27.73804148005577
2022-08-28,YouTube,#Music,Reel,Japan,3097544,379276,56939,29025,Low,8,6,1,0.1224441041031217,0.018381982628818187,0.009370326942894112,15.0196413674834
2022-04-07,YouTube,#Challenge,Video,Germany,2422829,415554,78181,4782,Medium,4,3,0,0.17151602527458604,0.032268476231710946,0.00197372575613054,20.57582272624275
2023-09-27,YouTube,#Viral,Shorts,Australia,438427,126928,58094,43338,Medium,9,2,0,0.28950771736229747,0.1325055254352492,0.09884883914539935,52.086208194294606
2023-06-14,TikTok,#Dance,Post,Germany,3605374,497611,39201,48381,High,6,2,0,0.13801924571486898,0.010872935789740537,0.013419134880320321,16.231131638492982
2023-07-12,TikTok,#Fitness,Reel,Brazil,914192,361829,86970,47559,Low,7,2,0,0.3957910373313265,0.09513318865183681,0.05202298860633215,54.294721458949546
2023-05-28,Instagram,#Dance,Post,India,361268,1264,42106,23444,High,5,6,1,0.0034987876036626548,0.11655059401884474,0.06489365235780639,18.494303398031377
2023-10-30,YouTube,#Dance,Tweet,USA,2198773,238287,14975,3626,High,10,0,0,0.10837271514612923,0.006810616648467122,0.0016491015671012878,11.683243336169765
2023-05-30,Instagram,#Fitness,Tweet,Australia,2491489,57916,10858,37910,Low,5,1,0,0.023245537106525455,0.004358036499458757,0.0152158006718071,4.281937427779131
2023-05-08,Twitter,#Music,Reel,India,3285708,265284,24271,48485,Low,5,0,0,0.08073876315241646,0.007386840218303026,0.014756332577331888,10.288193594805138
2022-03-01,Twitter,#Dance,Video,Germany,2259868,391879,39814,13064,High,3,1,0,0.1734079158605724,0.017617843166061027,0.00578086861710507,19.68066276437385
2022-05-15,YouTube,#Fashion,Reel,Australia,4450867,288044,68728,4668,High,5,6,1,0.06471637997720445,0.015441485894770615,0.0010487844278429348,8.120665029981799
2022-12-18,Instagram,#Comedy,Tweet,Canada,13578,485916,39122,29109,High,12,6,1,35.7870083959346,2.8812785388127855,2.143835616438356,4081.2122551185744
2023-09-04,Instagram,#Education,Tweet,Germany,1879192,424410,46366,12399,Low,9,0,0,0.22584706618589265,0.024673370257004074,0.006598048522982218,25.711848496587898
2023-04-17,Instagram,#Fitness,Video,Germany,3263236,473992,14768,33422,Medium,4,0,0,0.14525213622306202,0.004525569097668694,0.010241980659688727,16.001968598041945
2022-04-10,YouTube,#Tech,Post,Australia,3187431,213853,79215,5229,High,4,6,1,0.06709258961213592,0.02485230268514048,0.001640506100367349,9.358539839764376
2022-01-21,TikTok,#Gaming,Shorts,USA,602303,120883,23532,39303,Medium,1,4,0,0.20070130814556794,0.0390700361778042,0.06525453135714084,30.502587568051297
2022-03-12,YouTube,#Tech,Shorts,USA,4478244,281987,64590,9007,Low,3,5,1,0.06296820807441489,0.014423064040280074,0.0020112794211302465,7.9402551535825205
2023-05-10,Twitter,#Education,Live Stream,Japan,4452133,482377,62652,30779,Low,5,2,0,0.10834739213765626,0.014072355879754715,0.006913315482713567,12.933306350012455
2022-03-03,Instagram,#Challenge,Reel,India,378801,462818,74567,16848,High,3,3,0,1.2217971969450978,0.196850061113883,0.04447717931050869,146.31244373694895
2023-06-29,Twitter,#Tech,Live Stream,Canada,3066410,323731,1254,15271,Low,6,3,0,0.10557329254731103,0.0004089472705867774,0.004980090724984591,11.09623305428824
2023-03-13,Twitter,#Education,Live Stream,India,4863626,161724,81649,48891,Low,3,0,0,0.0332517344055649,0.016787680631693308,0.01005237656020426,6.009179159746247
2023-05-30,TikTok,#Comedy,Video,Japan,979723,43080,98064,14316,Medium,5,1,0,0.043971612384316794,0.10009359788429995,0.014612293474788282,15.867750374340503
2022-04-06,TikTok,#Dance,Tweet,UK,3305011,32506,56465,32043,Low,4,2,0,0.009835368172753434,0.017084663258306855,0.009695277867456416,3.661530929851671
2023-12-01,YouTube,#Challenge,Shorts,Brazil,4856083,6461,96437,22112,Medium,12,4,0,0.0013304962044512008,0.019859009823349396,0.004553464180904651,2.574297020870525
2023-11-20,TikTok,#Comedy,Live Stream,Australia,3512498,38120,22702,22430,Low,11,0,0,0.010852675218605107,0.006463206527092685,0.006385768760580077,2.370165050627787
2023-11-06,YouTube,#Dance,Video,Brazil,1807869,213478,90965,43355,High,11,0,0,0.11808267081298479,0.0503161456941847,0.02398127297940282,19.23800894865723
2022-03-20,TikTok,#Challenge,Shorts,India,427399,347981,86598,26949,Medium,3,6,1,0.8141829999602245,0.20261629063240671,0.06305349333994698,107.98527839325783
2022-11-06,YouTube,#Tech,Reel,Brazil,4398694,322036,76714,7781,High,11,6,1,0.07321173057275637,0.017440176561497572,0.0017689341427250906,9.242084127697902
2022-06-13,Instagram,#Fashion,Video,India,935217,284958,36811,25488,Medium,6,0,0,0.30469719861807476,0.039360918375093694,0.02725356788852213,37.13116848816906
2022-04-12,YouTube,#Tech,Live Stream,Canada,116354,82270,22120,17583,Low,4,1,0,0.7070663664334703,0.1901094934424257,0.15111642057857916,104.82922804544752
2022-05-04,YouTube,#Music,Tweet,Japan,551999,299852,90557,24071,Low,5,2,0,0.5432111290056685,0.16405283342904606,0.04360696305609249,75.08709254908071
2023-10-04,TikTok,#Dance,Tweet,Brazil,197493,472658,7031,32332,Low,10,2,0,2.3932898887555507,0.03560126181687452,0.16371213156922018,259.2603282141646
2022-11-17,YouTube,#Dance,Video,Canada,2737428,46704,73226,34532,Low,11,3,0,0.017061270652597986,0.02674992730402407,0.01261476100923933,5.642595896586138
2022-08-04,Instagram,#Dance,Reel,UK,4356395,367535,89909,10900,Medium,8,3,0,0.08436677574003276,0.02063839481956985,0.002502068797710033,10.750723935731264
2023-04-21,TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504,High,4,4,0,0.02661012889509707,0.01606578503918148,0.00816144847481554,5.083736240909409
2023-05-15,Instagram,#Dance,Video,USA,2561366,461768,60001,21753,High,5,0,0,0.1802819276901466,0.02342539098278028,0.00849273395524107,21.220005262816795
2023-04-01,YouTube,#Comedy,Live Stream,Canada,1756972,248744,42345,6998,Low,4,5,1,0.14157539220886844,0.024101123979209684,0.003982988915019705,16.96595051030978
2022-11-30,Twitter,#Comedy,Tweet,Australia,4840021,49033,50170,13175,High,11,2,0,0.010130741168271791,0.010365657504378597,0.002722095627271039,2.3218494299921426
2022-01-12,Instagram,#Tech,Post,UK,3346455,381718,62877,20046,Medium,1,2,0,0.11406637770416754,0.018789136563916144,0.005990219500934571,13.884573376901827
2022-12-08,Instagram,#Gaming,Reel,India,1067477,59345,84587,49878,High,12,3,0,0.05559370365825212,0.07924011477530664,0.046725128503939665,18.15589469374984
2022-08-17,YouTube,#Challenge,Video,UK,2877495,216913,25906,12302,High,8,2,0,0.07538258102968033,0.009002969596819456,0.004275246351427196,8.866079697792697
2023-01-29,TikTok,#Fitness,Video,Brazil,1792756,491389,73253,31069,Medium,1,6,1,0.2740969769449942,0.04086055213314026,0.017330300386667233,33.228782946480166
2023-09-20,Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283,High,9,2,0,0.14569307561551403,0.020954152060425023,0.02298444664753006,18.96316743234691
2023-07-28,TikTok,#Music,Reel,Canada,2791639,353316,80680,19829,High,7,4,0,0.1265622095120465,0.028900584925199854,0.007102995767002825,16.25657902042492
2022-11-03,TikTok,#Challenge,Live Stream,Brazil,4196347,307582,92983,25130,Low,11,3,0,0.07329756095003583,0.022158081779223692,0.005988541938976925,10.144418466823645
2022-09-08,YouTube,#Challenge,Reel,Canada,2038756,93268,63855,4422,Low,9,3,0,0.04574750485099737,0.03132056999464379,0.0021689697050554357,7.923704455069661
2022-10-29,YouTube,#Dance,Post,Germany,4032655,267123,41713,12391,Low,10,5,1,0.0662399833360404,0.010343805755761402,0.003072665526805541,7.965645461860735
2023-01-12,Twitter,#Fitness,Shorts,UK,4485980,113834,44375,49799,High,1,3,0,0.025375503234521778,0.009891929968479573,0.011101030321133843,4.636846352413519
2022-08-14,Twitter,#Comedy,Tweet,USA,4394517,300804,64405,11918,High,8,6,1,0.06844984329335851,0.014655763079309967,0.0027120159052746867,8.581762227794318
2023-10-05,Instagram,#Viral,Reel,India,4422263,135404,43976,34379,Low,10,3,0,0.03061871263649403,0.009944229911246799,0.007774074043086085,4.833701659082691
2022-09-08,TikTok,#Comedy,Tweet,Brazil,4144620,102895,41927,16690,Medium,9,3,0,0.024826160178737736,0.010116005809941563,0.0040269071712243825,3.896907315990368
2023-08-14,YouTube,#Challenge,Post,Brazil,3193985,413403,86209,32528,Low,8,0,0,0.12943172870254557,0.026991047234097842,0.010184143006307168,16.660691894295056
2023-12-17,Instagram,#Viral,Tweet,USA,1650594,298194,1467,32021,Medium,12,6,1,0.18065859926789993,0.0008887709515483517,0.019399682780865554,20.094705300031382
2023-07-29,TikTok,#Music,Video,USA,1095673,389017,39161,13192,High,7,5,1,0.35504844967430976,0.03574150316745964,0.012040088603077743,40.283004144484714
2022-12-17,YouTube,#Gaming,Post,Canada,1476003,453792,99466,29613,High,12,5,1,0.30744652958022445,0.06738875191988092,0.020062967351692374,39.48982488517977
2023-08-03,Twitter,#Fashion,Post,Brazil,1237934,315336,29121,26947,Low,8,3,0,0.2547276349143008,0.0235238712241525,0.021767719442231978,30.00192255806852
2023-11-13,TikTok,#Dance,Live Stream,India,2259900,145744,42773,5579,Medium,11,0,0,0.06449134917474225,0.018926943670073897,0.0024686933050134963,8.588698614982963
2022-07-28,Instagram,#Viral,Post,India,3661779,399252,71009,10389,Medium,7,3,0,0.1090322490789313,0.019391940365598253,0.0028371455513836307,13.126133499591319
2022-09-24,TikTok,#Fashion,Reel,Japan,3090316,352162,93570,19097,High,9,5,1,0.11395663097236658,0.030278456960388517,0.006179626937827717,15.041471487058281
2023-09-27,TikTok,#Tech,Post,India,1154006,343894,69313,27094,High,9,2,0,0.29800018370788367,0.06006294594655487,0.02347821415139956,38.15413438058381
2023-06-15,TikTok,#Dance,Live Stream,Japan,2583561,340140,14516,40878,Medium,6,3,0,0.1316554941029068,0.005618601612270816,0.01582234752730824,15.309644324248586
2023-01-13,Twitter,#Tech,Live Stream,USA,2638135,259465,26123,9244,Medium,1,4,0,0.09835167646841424,0.009902070970590966,0.003503990508446308,11.175773794745151
2023-08-11,Instagram,#Education,Tweet,USA,310249,436907,80187,41517,Medium,8,4,0,1.4082462796012236,0.2584601400810317,0.1338183201235137,180.05247398057688
2022-03-10,YouTube,#Fitness,Live Stream,Canada,4483252,371769,59628,14299,Medium,3,3,0,0.08292395787700535,0.013300166932396395,0.0031894258899566653,9.94135506993584
2023-11-19,TikTok,#Education,Video,Brazil,2008379,378635,47524,7321,Low,11,6,1,0.18852766335437685,0.023662864429472723,0.0036452283159702425,21.58357560998198
2023-04-19,Instagram,#Viral,Video,Japan,3417577,118797,11271,1040,Medium,4,2,0,0.034760592080295485,0.0032979505655615074,0.00030430916406565234,3.8362851809922645
2023-02-24,TikTok,#Gaming,Shorts,USA,3958536,127248,80732,29365,Low,2,4,0,0.03214521732276781,0.02039440843786693,0.0074181465066883315,5.995777226732307
2023-08-21,YouTube,#Fashion,Shorts,USA,544588,266292,32491,20402,High,8,0,0,0.48897882435896495,0.05966161575356049,0.037463183177007205,58.61036232895326
2023-10-30,Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100,Low,10,0,0,0.091827124762199,0.006719240337555487,0.014016032259638055,11.256239735939252
2023-06-16,Twitter,#Tech,Live Stream,Canada,2193675,334418,12614,24974,Medium,6,4,0,0.15244646540622472,0.005750168096914994,0.01138454875950175,16.958118226264148
2023-12-26,Twitter,#Fitness,Live Stream,Australia,1779047,64478,18103,7857,Low,12,1,0,0.036242999763356445,0.010175672705667698,0.004416409459671386,5.083508192869553
2023-05-29,TikTok,#Viral,Live Stream,UK,4465594,207163,71548,1980,High,5,0,0,0.04639091686346766,0.016022056640169258,0.0004433900618820251,6.285636356551895
2022-04-10,Twitter,#Fitness,Reel,Australia,2938655,483237,98936,21895,Low,4,6,1,0.16444155574574082,0.03366710280723664,0.007450687474371779,20.555934602734922
2022-08-02,Twitter,#Fitness,Reel,Australia,2121336,330030,12817,21347,High,8,1,0,0.15557648576180294,0.006041947150286424,0.010062998035200459,17.168143094728983
2022-02-18,Twitter,#Tech,Shorts,India,4426725,158336,67298,41529,Low,2,4,0,0.03576820335575397,0.015202661109510981,0.009381427579079341,6.03522920443443
2023-08-21,YouTube,#Education,Live Stream,India,3001319,440022,76480,23204,High,8,0,0,0.14660954067195123,0.025482129690312827,0.0077312674860619615,17.9822937848326
2023-10-30,Twitter,#Music,Post,Germany,1623564,183308,11709,6813,Low,10,0,0,0.1129046960883587,0.0072119115723186765,0.004196323643539768,12.431293130421714
2022-09-22,YouTube,#Fitness,Shorts,Canada,98794,141964,2748,1357,Medium,9,3,0,1.4369698564690163,0.027815454379820637,0.013735651962669798,147.8520962811507
2022-12-17,Instagram,#Viral,Live Stream,Canada,897780,31613,86715,31460,Low,12,5,1,0.03521241284056228,0.09658825101918064,0.03504199247031567,16.68426563300586
2022-09-09,Twitter,#Viral,Tweet,UK,1470152,10721,9486,8235,High,9,4,0,0.007292443230359854,0.006452394038167482,0.005601461617574237,1.9346298886101572
2022-07-16,Twitter,#Viral,Video,Brazil,3958044,313560,9096,9926,High,7,5,1,0.07922094852912195,0.0022981048214724244,0.0025078043599313198,8.402685771052571
2022-06-19,Instagram,#Music,Video,Brazil,4327143,390643,65125,484,Low,6,6,1,0.09027734928103832,0.015050346152184016,0.0001118520927087457,10.543954752593109
2022-05-13,Instagram,#Dance,Live Stream,Japan,2488071,331114,29029,8542,High,5,4,0,0.1330806074263958,0.011667271552942018,0.0034331817701343734,14.818106074947218
2022-06-02,Twitter,#Dance,Reel,UK,147450,381039,15546,16920,High,6,3,0,2.5841912512716174,0.1054323499491353,0.11475076297049848,280.4374364191251
2023-10-31,TikTok,#Challenge,Shorts,Brazil,653382,203055,29290,21516,Low,10,1,0,0.3107753197976069,0.04482829340263429,0.032930200097339685,38.85338132975809
2023-05-18,Twitter,#Fitness,Shorts,Germany,2445074,339219,42119,49060,High,5,3,0,0.1387356783475674,0.01722606350564441,0.020064832393620807,17.60265742468326
2023-01-04,TikTok,#Fitness,Live Stream,Japan,3761056,2630,62256,44327,High,1,2,0,0.0006992716939072431,0.016552797937600505,0.011785785694230557,2.9037855325738304
2023-09-29,TikTok,#Music,Tweet,USA,4023508,424443,60005,29638,Medium,9,4,0,0.10549078068193228,0.014913602756599465,0.007366208790935671,12.777059222946743
2023-09-04,Twitter,#Fitness,Shorts,Australia,1393642,7098,15097,1221,Low,9,0,0,0.005093130086492801,0.010832767669171853,0.000876121701269049,1.6802019456933703
2023-06-13,TikTok,#Viral,Shorts,India,935563,150323,29577,19651,High,6,1,0,0.1606765124315519,0.03161411898503896,0.021004464691314215,21.32950961079051
2023-05-28,Instagram,#Comedy,Live Stream,Japan,4546474,429394,68164,14640,Low,5,6,1,0.09444549776376154,0.014992717433334052,0.0032200778009508027,11.26582929980464
2023-01-29,Instagram,#Tech,Post,Japan,4498429,435775,48777,14555,Low,1,6,1,0.0968727082276946,0.010843118786580827,0.0032355740192853994,11.095140103356083
2023-12-24,Twitter,#Fashion,Live Stream,Brazil,380026,214887,36187,17636,High,12,6,1,0.5654534163451974,0.09522243214937925,0.046407351075979014,70.70831995705556
2022-12-15,TikTok,#Tech,Video,Brazil,3545322,276967,4261,27752,Low,12,3,0,0.07812181799001613,0.0012018654440978844,0.007827779818024991,8.715146325213901
2022-08-11,TikTok,#Comedy,Reel,Brazil,4228221,421606,4145,12960,Medium,8,3,0,0.09971238494865807,0.0009803177270062279,0.0030651188762366014,10.37578215519009
2023-09-06,YouTube,#Music,Live Stream,Canada,2421039,255993,48735,38037,Medium,9,2,0,0.10573683447478541,0.02012978725249779,0.01571102324250043,14.157764496978364
2023-11-16,Instagram,#Challenge,Tweet,India,3278174,102658,57093,39631,Low,11,3,0,0.03131560435779187,0.017416098108276133,0.012089352182037928,6.082105464810593
2023-07-14,Instagram,#Dance,Live Stream,UK,783572,139704,19042,38146,Medium,7,4,0,0.17829120999729445,0.024301531958773413,0.048682188745897,25.127493070196483
2022-05-03,TikTok,#Gaming,Shorts,Japan,305543,409163,48642,44973,High,5,1,0,1.339133935321706,0.1591985416128008,0.14719041182419496,164.55228887587018
2023-12-05,Twitter,#Fitness,Shorts,India,328897,147381,42373,23817,Medium,12,1,0,0.4481068541215031,0.12883364700802988,0.07241476814929902,64.9355269278832
2023-02-03,Twitter,#Challenge,Shorts,Canada,4876711,213421,13563,48777,Low,2,4,0,0.04376330686809204,0.002781177724084942,0.010002028006170552,5.654651259834753
2023-03-17,Twitter,#Viral,Tweet,USA,1003601,488570,58252,33282,High,3,4,0,0.4868169720835272,0.0580429872030817,0.03316258154386056,57.80225408304695
2022-04-10,TikTok,#Education,Shorts,UK,4854055,197367,55292,48663,Low,4,6,1,0.04066023149717092,0.011390888648768915,0.01002522633138685,6.207634647732669
2023-07-08,YouTube,#Fashion,Reel,USA,4413548,101503,91427,35256,High,7,5,1,0.022998050547994493,0.02071508002178746,0.007988131090904642,5.170126166068659
2022-04-16,TikTok,#Music,Video,Germany,3019969,170993,43023,31600,Low,4,5,1,0.0566207798821776,0.01424617272561407,0.01046368356761278,8.133063617540445
2023-02-28,Instagram,#Music,Shorts,UK,1087231,106848,43977,28368,Low,2,1,0,0.0982753435102568,0.040448625912984454,0.02609197125541858,16.48159406786598
2023-09-07,TikTok,#Fashion,Shorts,Canada,3901334,463445,48617,36800,Low,9,3,0,0.1187914185250481,0.012461634917697383,0.009432670978696005,14.068572442144148
2022-07-23,TikTok,#Education,Live Stream,Japan,851907,359024,69682,12915,Medium,7,5,1,0.4214356731427257,0.08179531333819302,0.01516010550447408,51.839109198539276
2022-07-03,Twitter,#Comedy,Shorts,Canada,83320,149819,3019,10228,Low,7,6,1,1.798115698511762,0.036233797407585214,0.12275564090254441,195.71051368218914
2023-07-06,YouTube,#Fashion,Video,UK,854031,148948,73678,39332,Low,7,3,0,0.1744058470945434,0.08627087307135221,0.046054534320182756,30.673125448607834
2023-02-11,Instagram,#Dance,Video,Brazil,1293217,213794,46740,33829,Medium,2,5,1,0.1653195094094804,0.036142426213079476,0.026158796242239313,22.762073186479917
2022-06-16,Twitter,#Education,Shorts,USA,1071793,82545,28397,25073,Low,6,3,0,0.07701580435774445,0.026494854883359006,0.0233935097542156,12.690416899531906
2023-10-14,Instagram,#Viral,Shorts,India,1575723,253050,16141,35096,High,10,5,1,0.16059294685677622,0.010243551690239973,0.022272950258389324,19.31094488054055
2023-04-13,TikTok,#Fitness,Shorts,Australia,4487202,309686,91035,42034,Low,4,3,0,0.06901539088278175,0.02028769821371982,0.009367530144620188,9.867061924112175
2023-09-05,YouTube,#Dance,Video,Canada,398843,185311,90723,1420,Low,9,1,0,0.46462141744997404,0.22746544379618044,0.003560298162434843,69.56471594085893
2022-11-26,TikTok,#Tech,Live Stream,Canada,239750,232397,49163,20748,High,11,5,1,0.9693305526590198,0.20505943691345152,0.08654014598540145,126.09301355578728
2023-02-09,Instagram,#Gaming,Tweet,Australia,1027434,150441,58194,45827,Low,2,3,0,0.14642400387762133,0.05664013454878854,0.04460335165081163,24.76674900772215
2023-05-30,Twitter,#Dance,Post,USA,4602131,356619,50928,18081,Low,5,1,0,0.07748997149364066,0.011066177820666122,0.003928832099738143,9.248498141404493
2022-12-02,TikTok,#Comedy,Post,Canada,620949,146546,84429,28169,Low,12,4,0,0.23600327885220848,0.1359676881676273,0.04536443411616735,41.73354011360031
2022-02-03,Instagram,#Fitness,Tweet,Brazil,852004,355651,82868,32850,Low,2,3,0,0.4174287914141248,0.09726245416688184,0.03855615701334736,55.3247402594354
2023-10-23,YouTube,#Viral,Live Stream,India,4278442,428476,2568,28273,High,10,0,0,0.10014767057728023,0.0006002184907496701,0.006608246646793389,10.735613571482329
2022-03-31,Twitter,#Education,Tweet,India,3848380,301810,6280,29762,Medium,3,3,0,0.07842520748990485,0.0016318554820469913,0.007733643766987668,8.77907067389395
2023-10-08,TikTok,#Education,Post,Canada,2574505,125322,94933,48545,Low,10,6,1,0.048678095400863465,0.03687427291848336,0.018856051940081685,10.440842025942851
